legacy_node_id,node_id,pubchem_id,status
compound::l-Menthol,compound::16666,16666,unique
compound::l-alpha-Fenchone,compound::82229,82229,unique
compound::l-ascorbic acid,compound::54670067,54670067,unique
compound::lactic acid,compound::612,612,unique
compound::lanatoside C,compound::3879,3879,unique
compound::lauric acid,compound::3893,3893,unique
compound::linoleic acid,compound::5280450,5280450,unique
compound::luteolin,compound::5280445,5280445,unique
compound::m-cresol,compound::342,342,unique
compound::methanethiol,compound::878,878,unique
compound::methoxsalen,compound::4114,4114,unique
"compound::methyl (9E,12Z)-octadeca-9,12-dienoate",compound::5462988,5462988,unique
compound::methyl salicylate,compound::4133,4133,unique
compound::methylglyoxal,compound::880,880,unique
compound::morin,compound::5281670,5281670,unique
compound::n-Propyl nitrite,compound::10979,10979,unique
compound::naphthalene,compound::931,931,unique
compound::naringenin,compound::439246,439246,unique
compound::naringin,compound::442428,442428,unique
compound::nerol,compound::643820,643820,unique
compound::nicotine,compound::89594,89594,unique
compound::noscapine,compound::275196,275196,unique
compound::o-cresol,compound::335,335,unique
compound::octane,compound::356,356,unique
compound::octanoic acid,compound::379,379,unique
compound::oleic acid,compound::445639,445639,unique
compound::oxalic acid,compound::971,971,unique
compound::p-Camphorene,compound::101750,101750,unique
compound::p-Menth-1-en-9-ol,compound::86753,86753,unique
"compound::p-Menth-8-ene-1,2-diol",compound::94217,94217,unique
"compound::p-Mentha-1,3,8-triene",compound::176983,176983,unique
compound::p-Menthan-2-ol,compound::62350,62350,unique
compound::p-Menthane,compound::7459,7459,unique
compound::p-Menthene-8-thiol,compound::6427135,6427135,unique
compound::p-Tolualdehyde,compound::7725,7725,unique
compound::p-Tolyl isovalerate,compound::62092,62092,unique
compound::p-coumaric acid,compound::637542,637542,unique
compound::palmitic acid,compound::985,985,unique
compound::palmitoleic acid,compound::445638,445638,unique
compound::papaverine,compound::4680,4680,unique
compound::parthenolide,compound::6473881,6473881,unique
compound::phenol,compound::996,996,unique
compound::phenylacetaldehyde,compound::998,998,unique
compound::phloretin,compound::4788,4788,unique
compound::piperine,compound::638024,638024,unique
compound::propionic acid,compound::1032,1032,unique
compound::propyl gallate,compound::4947,4947,unique
compound::quercetin,compound::5280343,5280343,unique
compound::resorcinol,compound::5054,5054,unique
compound::resveratrol,compound::445154,445154,unique
compound::rosefuran,compound::84825,84825,unique
compound::safrole,compound::5144,5144,unique
compound::salicylic acid,compound::338,338,unique
compound::sec-Butyl Disulfide,compound::94314,94314,unique
compound::sec-Butyl isothiocyanate,compound::78151,78151,unique
compound::stearic acid,compound::5281,5281,unique
compound::succinic acid,compound::1110,1110,unique
compound::sulfur dioxide,compound::1119,1119,unique
compound::taurine,compound::1123,1123,unique
compound::theobromine,compound::5429,5429,unique
compound::thiamine,compound::1130,1130,unique
compound::toluene,compound::1140,1140,unique
"compound::trans,cis-2,6-Nonadien-1-ol",compound::5362833,5362833,unique
"compound::trans,trans-2,4-Heptadienal",compound::5283321,5283321,unique
"compound::trans,trans-2,4-Nonadienal",compound::5283339,5283339,unique
compound::trans-.alpha.-bergaptene,compound::6428986,6428986,unique
compound::trans-2-Decenal,compound::5283345,5283345,unique
compound::trans-2-Dodecenal,compound::5283361,5283361,unique
compound::trans-2-Hexen-1-Ol,compound::5318042,5318042,unique
compound::trans-2-Hexenal,compound::5281168,5281168,unique
compound::trans-2-Hexenoic acid,compound::5282707,5282707,unique
compound::trans-2-Hexenyl acetate,compound::2733294,2733294,unique
compound::trans-2-Hexenyl butyrate,compound::5352461,5352461,unique
compound::trans-2-Nonen-1-ol,compound::5364941,5364941,unique
compound::trans-2-Nonenal,compound::5283335,5283335,unique
compound::trans-2-Octen-1-Ol,compound::5318599,5318599,unique
compound::trans-2-Octenal,compound::5283324,5283324,unique
compound::trans-2-Penten-1-ol,compound::5364920,5364920,unique
compound::trans-2-Pentenal,compound::5364752,5364752,unique
compound::trans-2-Undecen-1-ol,compound::5365004,5365004,unique
compound::trans-3-Hexen-1-ol,compound::5284503,5284503,unique
compound::trans-3-Hexenoic acid,compound::5282708,5282708,unique
compound::trans-Aconitic acid,compound::444212,444212,unique
compound::trans-Anethole,compound::637563,637563,unique
compound::triacetin,compound::5541,5541,unique
compound::tridec-2-enal,compound::62653,62653,unique
compound::trimethylamine,compound::1146,1146,unique
compound::tyramine,compound::5610,5610,unique
compound::valofin,compound::119900,119900,unique
compound::vanillin,compound::1183,1183,unique
